0.0009844,0.85894,0.78556,NaN
0.00051338,0.1776,0.39859,NaN
5.73E-05,0.55346,5.4281,1.43E+08
0.00030131,0.29553,0.33294,NaN
0.00046707,0.6482,0.025228,NaN
0.00084221,0.55903,0.8541,NaN
0.00034788,0.44603,0.054239,NaN
0.00017711,0.66281,0.33083,NaN
0.0010798,0.08668,0.69359,5.83E+12
0.00053998,0.70692,0.99949,NaN
0.00028785,0.41452,0.46484,NaN
0.00076396,0.8182,0.10022,NaN
0.00017812,0.35963,0.056705,NaN
0.00052189,0.33585,0.17567,NaN
0.00023234,0.71725,0.27896,5.91E+12
0.00046847,0.91213,0.10401,NaN
0.00074555,0.73627,0.56186,NaN
0.00018419,0.59721,0.29994,NaN
1.42E-05,0.82116,1.3413,1.50E+08
4.55E-05,-0.00092989,0.0056991,4.71E+10
9.00E-06,0.069671,0.74452,2.44E+10
5.90E-05,0.40435,5.5474,1.12E+09
6.70E-05,0.049631,5.29,2.58E+10
0.00033209,0.29735,0.062045,NaN
2.43E-05,0.64938,2.3013,1.47E+08
0.00076143,0.63107,0.089892,NaN
5.74E-05,0.55393,5.4323,1.43E+08
0.00033139,0.0018491,5.9455,4.62E+10
5.26E-06,0.32274,0.48584,1.13E+10
4.80E-05,0.56467,4.5476,1.44E+08
0.00060347,0.5261,0.72971,NaN
0.00070725,0.78138,0.28798,NaN
0.00069253,0.55667,0.39652,NaN
1.30E-05,0.85958,1.2338,1.51E+08
0.00060787,0.74125,0.10481,NaN
5.72E-05,0.55352,5.4151,1.43E+08
0.00089048,0.79896,0.73434,NaN
4.64E-05,0.56827,4.394,1.44E+08
0.00079835,0.94301,0.68372,NaN
0.00013208,0.72272,0.11035,NaN
9.19E-06,1.2376,0.87034,1.53E+08
0.00065381,0.74913,0.58319,NaN
0.00074003,0.23483,0.73496,NaN
0.0009706,0.86693,0.086235,NaN
0.00036644,0.3692,0.68503,NaN
0.00059794,0.78936,0.36765,NaN
0.00046114,-0.0010149,0.22267,4.71E+10
6.27E-06,0.37674,0.57953,8.02E+09
0.00023908,0.54952,0.24059,5.90E+12
0.00015185,0.78193,0.10061,NaN
5.81E-05,0.49835,5.4918,2.47E+08
2.97E-06,0.32135,0.26929,1.61E+10
0.00046113,-0.0010149,0.22267,4.71E+10
0.00060353,0.96442,0.43248,NaN
0.00069475,0.7581,0.43264,NaN
0.0001885,0.005099,5.8895,4.34E+10
2.69E-05,0.6305,2.548,1.46E+08
0.0004876,0.76896,0.39601,NaN
8.87E-05,0.027167,5.9645,2.95E+10
0.00042956,0.45174,0.60986,NaN
5.73E-05,0.55312,5.4306,1.43E+08
0.00069643,0.12533,0.13015,NaN
5.73E-05,0.55371,5.4287,1.43E+08
0.00065557,0.72292,0.53121,NaN
1.11E-06,5.9052,0.097408,2.13E+10
1.84E-06,0.30768,0.1621,2.06E+10
2.36E-05,0.65424,2.2355,1.47E+08
0.00031643,0.21756,0.25104,NaN
0.00089292,0.70322,0.55574,NaN
0.00018443,0.21203,0.077347,NaN
0.0009138,0.70672,0.55779,NaN
7.41E-05,0.053175,5.939,2.54E+10
0.00098793,0.17043,0.25779,NaN
7.01E-06,0.12973,0.62052,2.00E+10
0.00040239,0.98284,0.40218,NaN
0.00062067,0.15437,0.38135,NaN
0.00046113,-0.0010149,0.22266,4.71E+10
0.00035078,0.68554,0.29415,NaN
0.00053063,0.83242,0.59749,NaN
0.00033531,0.29923,0.45259,NaN
0.00042265,0.35961,0.55832,NaN
0.00074255,0.42433,0.42936,NaN
0.00011271,0.014912,5.9768,3.47E+10
0.00038102,0.48508,0.55399,5.93E+12
0.00093573,0.45789,0.24048,NaN
0.0007639,0.75933,0.74065,NaN
0.00074369,0.10592,0.68156,NaN
0.00046326,0.21216,0.098519,NaN
0.00082357,0.17501,0.16357,NaN
0.00066599,0.89439,0.51656,NaN
0.0007027,0.15359,0.95346,NaN
0.00054088,0.67973,0.036563,NaN
0.0008092,0.74862,0.12019,NaN
0.00052505,0.32583,0.54645,NaN
0.00039888,0.41509,0.18074,NaN
0.00046112,-0.0010149,0.22267,4.71E+10
0.0006537,0.93261,0.16351,NaN
0.0009211,0.79466,0.57739,NaN
0.00044004,0.25761,0.75195,NaN
0.00046114,-0.001015,0.22267,4.71E+10
,,,#N/A
,,,143270000
