0.0015761,0.97059,NaN
0.0095717,0.48538,NaN
0.0080028,0.14189,NaN
0.0042176,0.91574,NaN
0.0079221,0.95949,NaN
0.0065574,0.035712,NaN
0.0084913,0.93399,NaN
0.0067874,0.75774,NaN
0.0074313,0.39223,NaN
0.0065548,0.17119,NaN
0.0070605,0.031833,NaN
0.0027692,0.046171,NaN
0.00097132,0.82346,NaN
0.0069483,0.3171,NaN
0.0095022,0.034446,NaN
0.0043874,0.38156,NaN
0.0076552,0.7952,NaN
0.0018687,0.48976,NaN
0.0044559,0.64631,NaN
0.0070936,0.75469,NaN
0.0027603,0.6797,NaN
0.006551,0.16261,NaN
0.00119,0.49836,NaN
0.0095974,0.34039,NaN
0.0058527,0.22381,NaN
0.0075127,0.2551,NaN
0.0050596,0.69908,NaN
0.008909,0.95929,NaN
0.0054722,0.13862,NaN
0.0014929,0.25751,NaN
0.0084072,0.25428,NaN
0.0081428,0.24352,NaN
0.0092926,0.34998,NaN
0.001966,0.25108,NaN
0.0061604,0.47329,NaN
0.0035166,0.83083,NaN
0.0058526,0.54972,NaN
0.0091719,0.28584,NaN
0.007572,0.75373,NaN
0.0038045,0.56782,NaN
0.00075854,0.05395,NaN
0.005308,0.77917,NaN
0.0093401,0.12991,NaN
0.0056882,0.46939,NaN
6.35E-06,0.15533,1.78E+08
0.0016218,0.79428,NaN
0.0031122,0.52853,NaN
0.0016565,0.60198,NaN
0.0026297,0.65408,NaN
0.0068921,0.74815,NaN
0.0045054,0.083821,NaN
0.0022898,0.91334,NaN
0.0015238,0.82582,NaN
0.0053834,0.99613,NaN
0.00078176,0.44268,NaN
0.0010665,0.9619,NaN
6.35E-06,0.15533,1.78E+08
0.008173,0.86869,NaN
0.00084436,0.39978,NaN
0.0025987,0.80007,NaN
0.0043141,0.91065,NaN
0.0018185,0.2638,NaN
0.0014554,0.13607,NaN
0.0086929,0.5797,NaN
0.0054986,0.14495,NaN
0.0085303,0.62206,NaN
0.0035095,0.51325,NaN
0.0040181,0.075967,NaN
0.0023992,0.12332,NaN
0.0018391,0.23995,NaN
0.0041727,0.049654,NaN
0.0090272,0.94479,NaN
0.0049086,0.48925,NaN
0.0033772,0.90005,NaN
0.0036925,0.1112,NaN
0.0078025,0.38974,NaN
0.0024169,0.40391,NaN
0.00096455,0.13197,NaN
0.0094205,0.95613,NaN
0.0057521,0.05978,NaN
0.0023478,0.35316,NaN
0.0082119,0.015403,NaN
0.00043024,0.16899,NaN
0.0064912,0.73172,NaN
0.0064775,0.45092,NaN
0.0054701,0.29632,NaN
0.0074469,0.18896,NaN
0.0068678,0.18351,NaN
0.0036848,0.62562,NaN
0.0078023,0.081126,NaN
0.0092939,0.77571,NaN
0.0048679,0.43586,NaN
0.0044678,0.30635,NaN
0.0050851,0.51077,NaN
0.0081763,0.79483,NaN
0.0064432,0.37861,NaN
0.0081158,0.53283,NaN
0.0035073,0.939,NaN
0.0087594,0.55016,NaN
0.0062248,0.58704,NaN
,,57
