9.1719e-05,0.28584,0.7572,NaN
7.5373e-05,0.38045,0.56782,NaN
2.8856e-06,0.010009,5.8127,4.046e+10
7.7917e-05,0.93401,0.12991,NaN
5.6882e-05,0.46939,0.011902,NaN
3.3712e-05,0.16218,0.79428,NaN
3.1122e-05,0.52853,0.16565,NaN
6.0198e-05,0.26297,0.65408,NaN
6.8921e-05,0.74815,0.45054,NaN
6.7949e-07,0.12472,2.6796,2.6337e+10
1.5238e-05,0.82582,0.53834,NaN
9.9613e-05,0.078176,0.44268,NaN
1.0665e-05,0.9619,0.0046342,NaN
7.7491e-05,0.8173,0.86869,NaN
8.4436e-06,0.39978,0.25987,NaN
8.0007e-05,0.43141,0.91065,NaN
1.8185e-05,0.2638,0.14554,NaN
1.3607e-05,0.86929,0.5797,NaN
5.4986e-05,0.14495,0.85303,NaN
6.2206e-05,0.35095,0.51325,NaN
4.0181e-05,0.075967,0.23992,NaN
1.2332e-05,0.18391,0.23995,NaN
4.1727e-05,0.049654,0.90272,NaN
9.4479e-05,0.49086,0.48925,NaN
3.3772e-05,0.90005,0.36925,NaN
1.112e-05,0.78025,0.38974,NaN
2.4169e-05,0.40391,0.096455,NaN
1.3197e-05,0.94205,0.95613,NaN
5.7521e-05,0.05978,0.23478,NaN
3.5316e-05,0.82119,0.015403,NaN
1.1296e-06,0.047791,3.8787,2.9289e+10
7.3172e-05,0.64775,0.45092,NaN
5.4701e-05,0.29632,0.74469,NaN
1.8896e-05,0.68678,0.18351,NaN
3.6848e-05,0.62562,0.78023,NaN
8.1126e-06,0.92939,0.77571,NaN
4.8679e-05,0.43586,0.44678,NaN
3.0635e-05,0.50851,0.51077,NaN
8.1763e-05,0.79483,0.64432,NaN
3.7861e-05,0.81158,0.53283,NaN
3.5073e-05,0.939,0.87594,NaN
5.5016e-05,0.62248,0.58704,NaN
2.0774e-05,0.30125,0.47092,NaN
2.3049e-05,0.84431,0.19476,NaN
2.2592e-05,0.17071,0.22766,NaN
4.357e-05,0.3111,0.92338,NaN
4.3021e-05,0.18482,0.90488,NaN
9.7975e-05,0.43887,0.11112,NaN
2.5806e-05,0.40872,0.5949,NaN
2.6221e-05,0.60284,0.71122,NaN
2.2175e-05,0.11742,0.29668,NaN
3.1878e-05,0.42417,0.50786,NaN
7.9314e-07,0.78133,3.3687,2.0221e+10
7.0141e-07,2.9975,3.0018,1.4291e+10
4.8861e-05,0.57853,0.23728,NaN
4.5885e-05,0.96309,0.54681,NaN
5.2114e-05,0.23159,0.4889,NaN
6.2406e-05,0.67914,0.39552,NaN
3.6744e-05,0.98798,0.037739,NaN
8.8517e-05,0.91329,0.79618,NaN
9.8712e-06,0.26187,0.33536,NaN
6.7973e-05,0.13655,0.72123,NaN
1.0676e-05,0.65376,0.49417,NaN
7.7905e-05,0.71504,0.90372,NaN
8.9092e-05,0.33416,0.69875,NaN
3.6629e-07,0.010411,0.71141,3.9459e+10
5.0002e-05,0.47992,0.90472,NaN
6.0987e-05,0.61767,0.85944,NaN
8.0549e-05,0.57672,0.18292,NaN
2.3993e-05,0.88651,0.028674,NaN
4.899e-05,0.16793,0.97868,NaN
7.1269e-05,0.50047,0.47109,NaN
5.9619e-06,0.68197,0.042431,NaN
7.1445e-06,0.52165,0.09673,NaN
8.1815e-05,0.81755,0.72244,NaN
1.4987e-05,0.65961,0.51859,NaN
9.7297e-05,0.64899,0.80033,NaN
4.538e-05,0.43239,0.82531,NaN
8.347e-06,0.13317,0.17339,NaN
3.9094e-05,0.83138,0.80336,NaN
7.4785e-06,0.30608,0.38887,1.2551e+16
4.168e-05,0.65686,0.62797,NaN
2.9198e-05,0.43165,0.015487,NaN
9.8406e-05,0.16717,0.10622,NaN
3.7241e-05,0.19812,0.48969,NaN
3.3949e-05,0.95163,0.92033,NaN
5.2677e-06,0.73786,0.26912,NaN
4.2284e-05,0.54787,0.94274,NaN
4.1774e-05,0.98305,0.30145,NaN
7.011e-05,0.66634,0.53913,NaN
6.9811e-05,0.66653,0.17813,NaN
1.2801e-05,0.99908,0.17112,NaN
4.8456e-07,0.77552,2.0527,2.0506e+10
6.6918e-05,0.19043,0.36892,NaN
4.6073e-05,0.98164,0.1564,NaN
8.5552e-05,0.64476,0.37627,NaN
1.9092e-05,0.42825,0.48202,NaN
1.2061e-05,0.58951,0.22619,NaN
3.8462e-05,0.58299,0.25181,NaN
2.9044e-05,0.61709,0.26528,NaN
