2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0364e-05,0.038542,0.043776,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0402e-05,0.038457,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
0.0007953,0.4573,0.0088592,1.5667e+10
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0406e-05,0.03844,0.043862,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
0.00087901,0.98891,0.00052238,NaN
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
2.0402e-05,0.038457,0.043864,5.0549e+09
2.0403e-05,0.038456,0.043864,5.0549e+09
